ORGAO,FUNCAO,SUBFUNCAO,ACAO
"FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA",19 - CIENCIA E TECNOLOGIA,573 - DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO,1029 - IMPLANTACAO DE CASA DA CULTURA DIGITAL - VILA DA CULTURA DIGITAL
"FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA",19 - CIENCIA E TECNOLOGIA,573 - DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO,1043 - INCENTIVO AS SOLUCOES CRIATIVAS E INOVADORAS PARA A CIDADE - PROJETO CITILAB
"FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA",19 - CIENCIA E TECNOLOGIA,573 - DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO,1490 - AMPLIACAO DA REDE DE TELECENTROS
"FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA",19 - CIENCIA E TECNOLOGIA,573 - DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO,2043 - CONCESSAO DE BOLSAS PARA FOMENTO DE ATIVIDADES DE PESQUISA E EXTENSAO
"FUNDACAO DE CIENCIA, TECNOLOGIA E INOVACAO DE FORTALEZA",28 - ENCARGOS ESPECIAIS,846 - OUTROS ENCARGOS ESPECIAIS,0024 - CUMPRIMENTO DE SENTENCA JUDICIAL
FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO,03 - ESSENCIAL A JUSTICA,128 - FORMACAO DE RECURSOS HUMANOS,2457 - FORMACAO E CAPACITACAO DOS PROCURADORES MUNICIPAIS
FUNDO DE DEFESA DO MEIO AMBIENTE,18 - GESTAO AMBIENTAL,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO DE DEFESA DO MEIO AMBIENTE,18 - GESTAO AMBIENTAL,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,1713 - PROMOCAO DE ACOES DE EDUCACAO AMBIENTAL
FUNDO DE DEFESA DO MEIO AMBIENTE,18 - GESTAO AMBIENTAL,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,1845 - PRESERVACAO E CONSERVACAO DO AMBIENTE NATURAL
FUNDO DE DEFESA DO MEIO AMBIENTE,18 - GESTAO AMBIENTAL,542 - CONTROLE AMBIENTAL,1204 - MONITORAMENTO E CONTROLE DA POLUICAO AMBIENTAL
FUNDO DE DEFESA DO MEIO AMBIENTE,18 - GESTAO AMBIENTAL,543 - RECUPERACAO DE AREAS DEGRADADAS,1712 - RECUPERACAO DE AREAS DEGRADADAS
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1091 - MODERNIZACAO DA GESTAO FAZENDARIA
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2321 - MANUTENCAO DO CONTENCIOSO ADMINISTRATIVO E TRIBUTARIO
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,"1156 - AQUISICAO E IMPLANTACAO DE EQUIPAMENTOS, PRODUTOS E SERVICOS DE TIC"
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2233 - CAPACITACAO E DESENVOLVIMENTO PROFISSIONAL DOS SERVIDORES FAZENDARIOS
FUNDO DE INVESTIMENTO E DESENVOLVIMENTO DE ATIVIDADES DA ADMINISTRACAO FAZENDARIA,04 - ADMINISTRACAO,129 - ADMINISTRACAO DE RECEITAS,1330 - REALIZACAO DE ACOES DE EDUCACAO FISCAL
FUNDO ESPECIAL DA CAMARA MUNICIPAL DE FORTALEZA,01 - LEGISLATIVA,031 - ACAO LEGISLATIVA,"1944 - CONSTRUCAO, REFORMA E AMPLIACAO DA SEDE DO LEGISLATIVO"
FUNDO ESPECIAL DA CAMARA MUNICIPAL DE FORTALEZA,01 - LEGISLATIVA,031 - ACAO LEGISLATIVA,2944 - MANUTENCAO E FUNCIONAMENTO DAS ACOES DO FECAMFOR
FUNDO ESPECIAL DA CAMARA MUNICIPAL DE FORTALEZA,01 - LEGISLATIVA,031 - ACAO LEGISLATIVA,2945 - CAPACITACAO E QUALIFICACAO DE PESSOAL
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,126 - TECNOLOGIA DA INFORMACAO,1066 - DESENVOLVIMENTO DE SISTEMAS DE TIC
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1007 - IMPLANTACAO DA CASA ABRIGO DESTINADA A ADOLESCENTES AMEACADOS
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,"2009 - DESENVOLVIMENTO DO SERVICO DE ACOMPANHAMENTO COMUNITARIO DE MEDIDAS SOCIOEDUCATIVAS EM MEIO ABERTO, EM PARCERIA COM A SOCIEDADE CIVIL"
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,2229 - DESENVOLVIMENTO DE ACOES ESTRATEGICAS DO PETI
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,2230 - MANUTENCAO DO SERVICO DE ACOLHIMENTO INSTITUCIONAL DE CRIANCAS E ADOLESCENTES
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,2281 - DESENVOLVIMENTO DAS ACOES DE PRIMEIRA INFANCIA NO SUAS ? CRIANCA FELIZ
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1105 - IMPLANTACAO DE EQUIPAMENTOS DE PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1389 - PROMOCAO DA INTEGRACAO AO MUNDO DO TRABALHO - ACESSUAS TRABALHO
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1464 - REALIZACAO DE CAPACITACOES PARA CONSELHEIROS
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1466 - REALIZACAO DE ESTUDOS E PESQUISAS
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1472 - CONSTRUCAO E/OU REFORMA DE EQUIPAMENTOS DE PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1475 - IMPLANTACAO DE EQUIPAMENTOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1579 - REALIZACAO DA CONFERENCIA MUNICIPAL DE ASSISTENCIA SOCIAL
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,1961 - IMPLANTACAO DE EQUIPAMENTOS DE PROTECAO SOCIAL BASICA
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2011 - FORTALECIMENTO DAS INSTANCIAS DE CONTROLE SOCIAL - CMAS (IGD SUAS / IGD PBF)
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2014 - GESTAO DO CADASTRO UNICO E DO BOLSA FAMILIA - IGD PBF
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2021 - DESENVOLVIMENTO DOS SERVICOS DE PROTECAO SOCIAL BASICA
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2027 - DESENVOLVIMENTO DOS SERVICOS DE PROTECAO SOCIAL ESPECIAL DE ALTA COMPLEXIDADE
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2028 - DESENVOLVIMENTO DOS SERVICOS DE PROTECAO SOCIAL ESPECIAL DE MEDIA COMPLEXIDADE
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2029 - APRIMORAMENTO DA GESTAO DO SUAS - IGD SUAS
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2243 - DESENVOLVIMENTO DO SERVICO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2280 - ATENDIMENTO AO BENEFICIARIO DO BENEFICIO DE PRESTACAO CONTINUADA - BPC ESCOLA
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08 - ASSISTENCIA SOCIAL,244 - ASSISTENCIA COMUNITARIA,2566 - CONCESSAO DE BENEFICIOS EVENTUAIS
FUNDO MUNICIPAL DE CULTURA,13 - CULTURA,392 - DIFUSAO CULTURAL,1188 - APOIO AS PRODUCOES ARTISTICAS POR MEIO DE EDITAL
FUNDO MUNICIPAL DE CULTURA,13 - CULTURA,392 - DIFUSAO CULTURAL,1275 - ELABORACAO DE ESTUDOS E PESQUISAS
FUNDO MUNICIPAL DE CULTURA,13 - CULTURA,392 - DIFUSAO CULTURAL,2106 - FISCALIZACAO DA APLICACAO DE RECURSOS MUNICIPAIS REPASSADOS
FUNDO MUNICIPAL DE CULTURA,13 - CULTURA,392 - DIFUSAO CULTURAL,2116 - FORTALECIMENTO DE MECANISMOS DE CAPTACAO DE RECURSOS PARA O SISTEMA MUNICIPAL DE CULTURA
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,14 - DIREITOS DA CIDADANIA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1010 - CRIACAO E DESENVOLVIMENTO DO PLANO DE COMUNICACAO DO COMDICA
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,14 - DIREITOS DA CIDADANIA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1503 - FINANCIAMENTO DE PROJETOS POR MEIO DE EDITAIS
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,14 - DIREITOS DA CIDADANIA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1504 - CAPACITACAO CONTINUADA PARA CONSELHEIROS TUTELARES E DE DIREITOS
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,14 - DIREITOS DA CIDADANIA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1505 - CAPACITACAO DE ENTIDADES DA SOCIEDADE CIVIL VINCULADAS AO COMDICA
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,14 - DIREITOS DA CIDADANIA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1510 - ELABORACAO DO PLANO MUNICIPAL DE MONITORAMENTO E FORTALECIMENTO DAS POLITICAS PUBLICAS PARA CRIANCA E ADOLESCENTE
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,14 - DIREITOS DA CIDADANIA,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,1917 - APOIO E REALIZACAO DE EVENTOS
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,122 - ADMINISTRACAO GERAL,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,122 - ADMINISTRACAO GERAL,1122 - REFORMA E RECUPERACAO DE IMOVEIS PUBLICOS
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1101 - CELEBRACAO DE PARCERIAS COM INSTITUICOES DE INTERESSE PUBLICO PARA REALIZACAO DE CAPACITACAO NA AREA DOS DIREITOS DO CONSUMIDOR
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",1441 - PROMOCAO DE EVENTOS EDUCATIVOS VOLTADOS A DEFESA DO CONSUMIDOR
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",2026 - REALIZACAO DE MUTIRAO PARA RENEGOCIACAO DE DIVIDAS
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DIFUSOS,14 - DIREITOS DA CIDADANIA,"422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS",2036 - MANUTENCAO DO PROCON NAS REGIONAIS
FUNDO MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1025 - CAPACITACAO, CONSULTORIA E FINANCIAMENTO PARA FORMACAO DE QUINTAIS PRODUTIVOS"
FUNDO MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1173 - ATENDIMENTO AO MICROEMPREENDEDOR INDIVIDUAL, AS MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE"
FUNDO MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1200 - IMPLANTACAO DE INCUBADORAS, EMPRESAS E PARQUES TECNOLOGICOS"
FUNDO MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,1502 - PROMOCAO E INCENTIVO AOS NEGOCIOS LOCAIS
FUNDO MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,2119 - MANUTENCAO DE AMBIENTES DE INOVACAO
FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,15 - URBANISMO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,15 - URBANISMO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,15 - URBANISMO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1218 - IMPLEMENTACAO DOS INSTRUMENTOS DE POLITICA URBANA PROVENIENTES DO ESTATUTO DA CIDADE
FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,15 - URBANISMO,127 - ORDENAMENTO TERRITORIAL,1716 - DESENVOLVIMENTO E IMPLANTACAO DE PLANOS E / OU PROJETOS URBANISTICOS E AMBIENTAIS EM AREAS ESPECIAIS
FUNDO MUNICIPAL DE DESENVOLVIMENTO URBANO,15 - URBANISMO,543 - RECUPERACAO DE AREAS DEGRADADAS,1712 - RECUPERACAO DE AREAS DEGRADADAS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,1068 - DESENVOLVIMENTO DE PROJETOS EM PARCERIA PUBLICO - PRIVADA
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,1121 - REALIZACAO DA CONFERENCIA MUNICIPAL DE EDUCACAO
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,1125 - REALIZACAO DE CONCURSO PUBLICO E SELECAO DE PESSOAL
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,2120 - MANUTENCAO DO CONSELHO MUNICIPAL DE EDUCACAO BASICA
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,2121 - MANUTENCAO DO FUNDO MUNICIPAL DE EDUCACAO BASICA
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,2836 - MANUTENCAO DE PREDIOS PUBLICOS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,243 - ASSISTENCIA A CRIANCA E AO ADOLESCENTE,2133 - ENFRENTAMENTO DA EMERGENCIA COVID19
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,"2109 - MANUTENCAO DA POLITICA DE EDUCACAO INTEGRAL, EM TEMPO INTEGRAL"
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,2124 - MANUTENCAO E QUALIFICACAO DO ENSINO FUNDAMENTAL
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,2127 - DESENVOLVIMENTO DO PROGRAMA NOVO MAIS EDUCACAO
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,2792 - MANUTENCAO E REPAROS DE EQUIPAMENTOS ESCOLARES
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,365 - EDUCACAO INFANTIL,2113 - GERENCIAMENTO E MANUTENCAO DAS POLITICAS DE EDUCACAO INFANTIL
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,365 - EDUCACAO INFANTIL,2134 - GARANTIA DE ALIMENTACAO ESCOLAR - PRE-ESCOLAR - PNAEP
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,365 - EDUCACAO INFANTIL,2137 - GARANTIA DE ALIMENTACAO ESCOLAR CRECHE - PNAEC
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,365 - EDUCACAO INFANTIL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,365 - EDUCACAO INFANTIL,2794 - MANUTENCAO E REPAROS DE CENTROS DE EDUCACAO INFANTIL
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,365 - EDUCACAO INFANTIL,2795 - APOIO A INSTITUICOES CONVENIADAS DE ATENDIMENTO A CRIANCAS DE 1 A 3 ANOS - CRECHES
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,366 - EDUCACAO DE JOVENS E ADULTOS,1134 - DESENVOLVIMENTO DO PROGRAMA NACIONAL DE INCLUSAO DE JOVENS - PROJOVEM
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,366 - EDUCACAO DE JOVENS E ADULTOS,2138 - GARANTIA DE ALIMENTACAO ESCOLAR - EJA
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,366 - EDUCACAO DE JOVENS E ADULTOS,2157 - MANUTENCAO DA EDUCACAO DE JOVENS E ADULTOS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,366 - EDUCACAO DE JOVENS E ADULTOS,2158 - IMPLEMENTACAO DO PROGRAMA BRASIL ALFABETIZADO
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,367 - EDUCACAO ESPECIAL,2114 - DESENVOLVIMENTO DAS POLITICAS DE EDUCACAO ESPECIAL
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,367 - EDUCACAO ESPECIAL,2973 - CONVENIO COM INSTITUICOES DE ATENDIMENTO A CRIANCA E ADOLESCENTE COM NECESSIDADES ESPECIAIS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,1523 - DESENVOLVIMENTO DO PROGRAMA DE SEGURANCA ESCOLAR
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2115 - DESENVOLVIMENTO DAS POLITICAS DE ESPORTE E ARTE NAS ESCOLAS
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2122 - TRANSPORTE ESCOLAR
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,"2130 - CENTRO DE FORMACAO, ASSISTENCIA E VALORIZACAO DO MAGISTERIO DE FORTALEZA - CEMAF"
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2131 - MANUTENCAO DAS ESCOLAS PELO PROGRAMA DE MANUTENCAO E DESENVOLVIMENTO DO ENSINO - PMDE
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2135 - GARANTIA DE ALIMENTACAO ESCOLAR - ENSINO FUNDAMENTAL - PNAEF
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2136 - GARANTIA DE ALIMENTACAO ESCOLAR ENSINO FUNDAMENTAL - MAIS EDUCACAO
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2139 - GARANTIA DE ALIMENTACAO ESCOLAR - AEE
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2160 - DESENVOLVIMENTO E AMPLIACAO DO PROGRAMA ESCOLA MUNICIPAL COM EXCELENCIA E DESEMPENHO -PMED
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2161 - AQUISICAO E DISTRIBUICAO DO FARDAMENTO ESCOLAR
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2162 - AQUISICAO E DISTRIBUICAO DE CARTEIRA DE ESTUDANTE PARA ALUNOS DA REDE MUNICIPAL
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2789 - FORMACAO DOS PROFISSIONAIS DA EDUCACAO E QUALIFICACAO PERMANENTE DOS PROCESSOS DE TRABALHO
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,368 - EDUCACAO BASICA,2881 - DESENVOLVIMENTO DA GESTAO ESCOLAR
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,846 - OUTROS ENCARGOS ESPECIAIS,0017 - CONTRIBUICAO PARA FORMACAO DO PASEP
FUNDO MUNICIPAL DE EDUCACAO,12 - EDUCACAO,846 - OUTROS ENCARGOS ESPECIAIS,2348 - CUMPRIMENTO DE SENTENCAS JUDICIAIS
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,1255 - CONSTRUCAO DE ESCOLAS EM TEMPO INTEGRAL
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,361 - ENSINO FUNDAMENTAL,1256 - ADEQUACAO DE ESCOLAS PARA TEMPO INTEGRAL
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,365 - EDUCACAO INFANTIL,1229 - CONSTRUCAO DE CENTROS DE EDUCACAO INFANTIL
FUNDO MUNICIPAL DE EDUCACAO ? INFRAESTRUTURA,12 - EDUCACAO,365 - EDUCACAO INFANTIL,1252 - REFORMA E AMPLIACAO DE CENTROS DE EDUCACAO INFANTIL
